player_id,name,position,age,years_pro,hype,salary_per_round,auction_round,personality,scout_grade,social_media_followers,games_played,mins_per_game,pts_per_game,fg_attempts_per_game,fg_pct,three_pt_pct,ft_pct,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,prev_pts_per_game,prev_fg_pct,prev_mins_per_game
1144,Deshawn Bellamy,W,25,5,2.5,7.6,,Quiet,C,506352,72,23.4,13.1,12.7,0.386,0.292,0.698,3.7,2.5,1.6,0.9,1.3,13.4,0.394,23.0
1145,Luka Irons,G,23,2,3.5,18.5,,Diva,A-,521464,54,26.4,13.9,14.2,0.370,0.259,0.694,2.2,4.1,1.6,0.2,1.7,13.0,0.375,24.6
1146,Kobie Navarro,G,26,7,4.0,15.0,,Hothead,B,262395,81,22.8,12.3,13.8,0.345,0.210,0.750,2.7,7.3,1.4,0.0,1.5,11.5,0.360,21.6
1147,Lorenzo Langford,B,24,5,3.0,15.0,,Hothead,C-,1133363,52,22.9,13.6,13.5,0.386,0.262,0.690,6.3,2.9,0.7,1.0,1.5,11.6,0.384,22.1
1148,Franz Zell,W,27,8,3.5,11.1,,Quiet,C,1710701,70,26.1,15.4,14.9,0.388,0.290,0.618,3.6,2.3,1.8,1.0,1.7,14.8,0.388,26.6
1149,Miles Ibarra,B,24,5,3.5,14.0,,Diva,C+,1623456,51,22.4,14.4,14.9,0.376,0.212,0.703,6.0,2.8,0.7,1.2,2.1,14.7,0.361,21.3
1150,DeMarcus Castellanos,B,23,4,2.0,,4,Professional,B+,151329,62,22.2,8.3,7.6,0.422,0.226,0.731,7.9,1.7,1.4,2.6,0.9,7.5,0.412,19.8
1151,Amari Flowers,G,32,11,5.0,24.1,,Hothead,D,1097883,55,22.4,15.0,15.1,0.372,0.260,0.720,1.7,7.4,1.4,0.3,1.2,16.0,0.378,24.0
1152,Malik Marsh,G,26,5,2.0,5.0,,Quiet,B,86862,81,22.1,8.4,8.2,0.373,0.248,0.687,2.5,3.9,2.2,0.0,0.8,8.7,0.386,23.2
1153,Idris Fontaine,W,26,5,1.0,2.0,,Diva,B+,34346,80,22.7,7.2,7.0,0.398,0.261,0.761,4.5,1.9,1.9,0.8,1.0,7.6,0.384,22.1
1154,Omar Godfrey,W,30,10,4.0,,4,Quiet,B-,1672471,76,26.8,15.4,15.3,0.379,0.257,0.715,4.4,4.1,1.6,0.8,2.0,16.0,0.378,28.4
1155,Fabian Yates,G,28,8,4.0,15.3,,Quiet,A-,340776,66,21.4,10.3,10.1,0.377,0.249,0.673,1.3,8.9,1.2,0.2,1.1,10.0,0.371,21.3
1156,Yannick Kessler,B,19,0,3.5,21.5,,Diva,A-,1079287,72,27.2,15.3,15.5,0.381,0.256,0.647,7.5,2.2,1.0,1.8,2.0,15.0,0.376,27.4
1157,Omar North,B,31,10,2.5,9.4,,Hothead,C+,968290,61,22.8,13.7,13.8,0.374,0.264,0.617,6.1,1.3,0.7,1.6,2.1,14.3,0.391,23.8
1158,Franz Marsh,G,32,11,2.0,5.2,,Diva,A-,76019,46,20.2,8.9,9.4,0.365,0.238,0.778,1.5,3.8,1.3,0.2,1.4,7.5,0.370,20.3
1159,Chandler Delacroix,W,28,7,2.0,5.1,,Quiet,B,128226,76,24.1,8.0,7.6,0.408,0.269,0.742,5.1,2.3,1.6,1.0,1.0,7.9,0.408,24.2
1160,Miles Xiong,B,30,11,3.0,10.7,,Diva,C+,954306,45,25.6,14.5,13.5,0.408,0.230,0.687,7.0,1.7,1.0,1.8,1.8,15.3,0.415,25.9
1161,Jalen Whitehall,G,27,8,5.0,,4,Quiet,A,3477403,71,29.6,18.0,17.4,0.396,0.236,0.765,1.9,5.3,1.6,0.1,1.6,17.3,0.389,30.2
1162,Darius Irons,W,31,12,3.5,14.0,,Professional,B+,1173123,56,26.2,14.8,14.7,0.376,0.262,0.732,4.6,2.7,1.7,0.7,1.8,14.9,0.396,27.6
1163,Quincy Youngblood,B,20,0,2.5,10.1,,Quiet,A,362545,61,19.7,11.9,12.0,0.381,0.251,0.699,6.6,2.4,0.8,1.2,1.5,10.9,0.379,20.9
1164,Theo Pemberton,G,25,5,5.0,,2,Quiet,B+,20000000,80,31.5,22.2,21.3,0.396,0.243,0.743,2.4,5.3,1.3,0.3,2.5,22.3,0.386,31.7
1165,Omar Kovac,W,31,10,3.0,11.9,,Hothead,A+,831880,57,24.4,13.5,13.2,0.374,0.306,0.686,3.9,2.6,1.2,0.6,1.4,14.8,0.380,24.9
1166,Miles Whitehall,G,25,4,4.5,24.8,,Professional,A-,376851,73,22.4,12.1,12.5,0.360,0.277,0.713,2.0,7.6,1.6,0.1,1.1,11.4,0.361,21.8
1167,Nico Ambrose,B,26,5,1.5,2.2,,Hothead,B,193434,52,20.0,9.5,9.3,0.413,0.235,0.717,6.6,1.4,0.7,1.2,1.2,9.9,0.424,20.2
1168,Victor Zell,W,25,5,2.0,5.4,,Quiet,B,189457,81,21.9,10.2,9.8,0.395,0.259,0.754,3.9,1.9,1.8,1.0,1.1,10.2,0.411,21.5
1169,Aaron Colter,G,32,11,4.0,15.9,,Professional,B+,130289,81,19.8,9.1,9.0,0.373,0.269,0.749,1.4,8.1,1.3,0.2,0.9,9.4,0.366,19.7
1170,Tobias Beckett,B,24,5,1.0,2.0,,Leader,A,30252,66,19.8,7.3,6.6,0.424,0.237,0.764,7.7,1.0,1.3,2.4,0.7,6.8,0.424,19.3
1171,Jaxon Oakes,W,24,5,3.5,,3,Professional,A,675607,63,25.5,14.2,13.3,0.400,0.271,0.761,3.6,3.2,1.9,1.0,1.4,14.4,0.373,23.8
1172,Chandler Youngblood,B,26,6,1.5,3.9,,Quiet,A-,68866,48,24.9,6.9,6.1,0.444,0.209,0.695,7.3,1.5,1.1,2.3,0.9,6.4,0.451,24.8
1173,Idris Hail,G,32,11,2.5,8.2,,Quiet,D,134449,73,24.5,9.5,9.5,0.376,0.258,0.677,1.9,3.5,2.1,0.3,1.0,9.5,0.370,25.0
1174,Devon Kovac,W,24,5,5.0,,3,Diva,A+,12591042,61,33.3,21.4,19.3,0.423,0.260,0.752,4.3,3.9,1.4,0.7,1.9,21.2,0.414,31.6
1175,Sergei Mabry,B,29,9,2.0,6.9,,Diva,C,226257,81,19.8,10.6,10.6,0.378,0.263,0.619,6.1,2.1,0.7,1.0,1.2,10.6,0.377,18.9
